sku_id,product_id,product_code,price,product_name,description,category,brand,rating
2423,P02423,PE-02423,339.55,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.9
2424,P02424,FA-02424,2994.63,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,3.8
2425,P02425,FA-02425,2828.01,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.4
2426,P02426,PE-02426,295.48,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.8
2427,P02427,PE-02427,2359.25,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.7
2428,P02428,GR-02428,293.86,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.9
2429,P02429,PE-02429,308.94,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.7
2430,P02430,GR-02430,54.82,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.5
2431,P02431,FA-02431,2803.48,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.3
2432,P02432,FA-02432,1989.05,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.8
2433,P02433,PE-02433,692.96,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.0
2434,P02434,EL-02434,236176.39,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,4.1
2435,P02435,GR-02435,703.5,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.5
2436,P02436,EL-02436,118454.29,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,3.9
2437,P02437,EL-02437,17127.78,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.5
2438,P02438,GR-02438,778.53,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.7
2439,P02439,PE-02439,108.66,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.2
2440,P02440,FA-02440,1654.25,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.6
2441,P02441,EL-02441,18763.61,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,3.6
2442,P02442,FA-02442,1897.43,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.5
2443,P02443,GR-02443,267.06,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.4
2444,P02444,PE-02444,797.51,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,3.8
2445,P02445,GR-02445,763.75,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.9
2446,P02446,EL-02446,3719.87,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.7
2447,P02447,EL-02447,3776.75,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.0
2448,P02448,EL-02448,3364.09,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.4
2449,P02449,PE-02449,273.58,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.5
2450,P02450,EL-02450,218392.42,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,4.6
2451,P02451,GR-02451,298.8,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.9
2452,P02452,FA-02452,1683.78,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.7
2453,P02453,GR-02453,74.57,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.7
2454,P02454,EL-02454,123248.49,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.2
2455,P02455,FA-02455,839.72,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.8
2456,P02456,EL-02456,246177.56,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,4.2
2457,P02457,GR-02457,54.82,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.4
2458,P02458,EL-02458,139897.01,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.5
2459,P02459,PE-02459,557.54,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.5
2460,P02460,PE-02460,135.27,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.1
2461,P02461,GR-02461,336.17,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.4
2462,P02462,GR-02462,713.64,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.7
2463,P02463,FA-02463,1132.72,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.4
2464,P02464,EL-02464,1100.24,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.9
2465,P02465,EL-02465,213905.6,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,3.7
2466,P02466,FA-02466,2238.87,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.2
2467,P02467,EL-02467,114899.63,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,3.9
2468,P02468,PE-02468,577.2,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.4
2469,P02469,GR-02469,202.02,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.4
2470,P02470,PE-02470,431.27,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.6
2471,P02471,PE-02471,569.34,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,3.6
2472,P02472,FA-02472,2149.41,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.7
2473,P02473,PE-02473,337.18,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.4
2474,P02474,PE-02474,577.46,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.3
2475,P02475,GR-02475,335.39,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.0
2476,P02476,EL-02476,21951.19,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.7
2477,P02477,FA-02477,3822.54,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.8
2478,P02478,GR-02478,74.1,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.8
2479,P02479,GR-02479,280.52,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.6
2480,P02480,GR-02480,367.8,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.5
2481,P02481,PE-02481,447.26,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.6
2482,P02482,FA-02482,2447.3,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.9
2483,P02483,GR-02483,216.21,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.8
2484,P02484,GR-02484,73.32,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.6
2485,P02485,EL-02485,115519.98,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.4
2486,P02486,GR-02486,893.51,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.2
2487,P02487,GR-02487,79.61,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.7
2488,P02488,GR-02488,211.22,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.6
2489,P02489,PE-02489,175.36,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.5
2490,P02490,EL-02490,119058.2,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,3.7
2491,P02491,PE-02491,399.03,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.7
2492,P02492,EL-02492,1041.96,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.5
2493,P02493,PE-02493,719.04,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.3
2494,P02494,PE-02494,1549.06,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,3.7
2495,P02495,GR-02495,62.57,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.3
2496,P02496,EL-02496,149170.74,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,3.9
2497,P02497,FA-02497,2012.53,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.6
2498,P02498,PE-02498,397.28,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.9
2499,P02499,FA-02499,2335.73,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.4
2500,P02500,EL-02500,3032.95,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.7
2501,P02501,EL-02501,16564.76,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,3.9
2502,P02502,EL-02502,1219.28,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,4.7
2503,P02503,FA-02503,2679.39,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.1
2504,P02504,GR-02504,82.57,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.2
2505,P02505,EL-02505,2916.38,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.0
2506,P02506,GR-02506,357.64,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.6
2507,P02507,PE-02507,283.3,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.5
2508,P02508,PE-02508,175.1,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.4
2509,P02509,EL-02509,115507.82,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.1
2510,P02510,FA-02510,1613.85,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.3
2511,P02511,EL-02511,20525.43,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,4.5
2512,P02512,PE-02512,346.88,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.1
2513,P02513,PE-02513,2326.09,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.8
2514,P02514,FA-02514,2494.79,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.5
2515,P02515,GR-02515,298.06,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.6
2516,P02516,GR-02516,231.59,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.8
2517,P02517,FA-02517,2022.78,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,3.7
2518,P02518,EL-02518,139128.48,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.5
2519,P02519,EL-02519,127023.21,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,3.7
2520,P02520,EL-02520,968.59,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.8
2521,P02521,GR-02521,336.27,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.2
2522,P02522,GR-02522,51.07,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.2
2523,P02523,EL-02523,4072.65,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.0
2524,P02524,EL-02524,201140.84,Dell XPS 15 Laptop,"15.6"" OLED UHD+ screen with high resolution and HDR support.",Electronics,Dell,4.1
2525,P02525,EL-02525,15596.9,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.6
2526,P02526,PE-02526,545.85,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.4
2527,P02527,FA-02527,2981.73,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.9
2528,P02528,FA-02528,1875.09,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.6
2529,P02529,PE-02529,338.11,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.1
2530,P02530,EL-02530,139544.58,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,3.5
2531,P02531,PE-02531,298.37,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.6
2532,P02532,FA-02532,2233.66,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.6
2533,P02533,FA-02533,3562.84,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.3
2534,P02534,EL-02534,4147.81,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.5
2535,P02535,FA-02535,1586.62,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.7
2536,P02536,PE-02536,1683.9,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.8
2537,P02537,EL-02537,4475.55,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,3.8
2538,P02538,GR-02538,664.41,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.8
2539,P02539,PE-02539,1816.36,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.3
2540,P02540,GR-02540,364.77,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.5
2541,P02541,EL-02541,2312.85,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,3.5
2542,P02542,FA-02542,2022.49,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.3
2543,P02543,PE-02543,1733.01,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.1
2544,P02544,EL-02544,3572.66,Dell EcoLoop Urban Backpack,"Made from 100% recycled plastic, 420D fabric.",Electronics,Dell,4.1
2545,P02545,PE-02545,2446.55,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,3.6
2546,P02546,GR-02546,388.54,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.6
2547,P02547,EL-02547,145296.13,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.6
2548,P02548,PE-02548,2036.77,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.5
2549,P02549,GR-02549,206.0,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.3
2550,P02550,GR-02550,82.01,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.1
2551,P02551,FA-02551,1722.64,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.7
2552,P02552,EL-02552,2688.03,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.7
2553,P02553,PE-02553,141.64,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,3.6
2554,P02554,EL-02554,20688.2,HP Smart Tank Printer,Integrated ink tanks and automated ink detection.,Electronics,HP,3.6
2555,P02555,GR-02555,269.32,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.6
2556,P02556,PE-02556,1612.53,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.0
2557,P02557,PE-02557,280.16,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.6
2558,P02558,GR-02558,376.29,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.7
2559,P02559,GR-02559,339.14,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.8
2560,P02560,PE-02560,171.74,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.5
2561,P02561,GR-02561,89.58,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.5
2562,P02562,FA-02562,2301.18,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.5
2563,P02563,PE-02563,2407.15,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,3.8
2564,P02564,PE-02564,304.48,"Pantene Silky Smooth Conditioner, 500ml",Treats severely damaged hair that needs deep conditioning.,Personal Care,Pantene,4.4
2565,P02565,FA-02565,1446.84,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.4
2566,P02566,FA-02566,1525.73,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,4.1
2567,P02567,GR-02567,749.61,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,3.7
2568,P02568,GR-02568,809.57,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.0
2569,P02569,GR-02569,294.99,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.9
2570,P02570,GR-02570,663.22,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.5
2571,P02571,GR-02571,207.53,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,3.8
2572,P02572,GR-02572,220.45,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.4
2573,P02573,FA-02573,2269.85,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,3.6
2574,P02574,GR-02574,93.96,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.8
2575,P02575,GR-02575,272.24,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.2
2576,P02576,EL-02576,15811.87,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.0
2577,P02577,FA-02577,2735.35,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.1
2578,P02578,EL-02578,1160.04,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.8
2579,P02579,FA-02579,3182.31,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.8
2580,P02580,GR-02580,74.8,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.8
2581,P02581,EL-02581,16416.06,Samsung Galaxy Buds 3 Pro,Crystal clear 24bit/96kHz studio quality sound.,Electronics,Samsung,4.6
2582,P02582,PE-02582,516.91,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.5
2583,P02583,FA-02583,2185.36,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.2
2584,P02584,FA-02584,2034.26,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,4.0
2585,P02585,FA-02585,1774.16,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.0
2586,P02586,GR-02586,96.75,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,3.9
2587,P02587,FA-02587,2361.87,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.7
2588,P02588,EL-02588,1391.75,HP Ink Cartridge,"Black, High-yield for Smart Tank printers.",Electronics,HP,3.7
2589,P02589,GR-02589,267.18,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.2
2590,P02590,PE-02590,732.91,"Pampers Baby Diapers, Pack of 2",Wetness indicator which turns from Yellow to Blue.,Personal Care,Pampers,4.0
2591,P02591,EL-02591,3744.29,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.6
2592,P02592,GR-02592,55.2,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.3
2593,P02593,GR-02593,263.71,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.5
2594,P02594,PE-02594,470.04,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,4.6
2595,P02595,GR-02595,800.25,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.7
2596,P02596,PE-02596,2361.99,Oral-B Cross Action Electric Toothbrush,"IPX7 water resistant, can be safely used in the shower.",Personal Care,Oral-B,4.4
2597,P02597,EL-02597,120286.65,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.1
2598,P02598,EL-02598,148669.17,"Apple iPhone 15 Pro (Black Titanium, 256 GB)","A17 Pro Chip, 6 Core Processor",Electronics,Apple,4.7
2599,P02599,GR-02599,330.53,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.1
2600,P02600,PE-02600,366.91,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,4.2
2601,P02601,GR-02601,295.53,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,3.7
2602,P02602,FA-02602,2137.5,Adidas Men's Geometric T-Shirt,Regular Fit and made from Organic Cotton.,Fashion,Adidas,3.5
2603,P02603,PE-02603,148.88,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.5
2604,P02604,FA-02604,1896.37,Manyavar Pajama Set,Regal color with pure Chanderi fabric for a rich look.,Fashion,Manyavar,4.2
2605,P02605,FA-02605,2431.04,Levi's Men's 505 Straight Fit Jeans,Straight Fit with a classic Vintage Wash.,Fashion,Levi's,3.8
2606,P02606,PE-02606,121.54,Colgate Antibacterial Toothpaste,Provides 12-Hour Protection for your teeth and gums.,Personal Care,Colgate,4.0
2607,P02607,EL-02607,3925.73,Apple USB-C Power Adapter,"20W, Fast Charging, Lightweight Design",Electronics,Apple,4.2
2608,P02608,GR-02608,231.07,"Barilla Penne Pasta, 454 gm","Classic penne shape, contains Wheat.",Groceries,Barilla,4.3
2609,P02609,EL-02609,119537.3,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,3.7
2610,P02610,EL-02610,111979.24,Samsung Galaxy S25 Ultra,"Snapdragon 8 Elite processor, custom-tuned for Galaxy.",Electronics,Samsung,4.8
2611,P02611,PE-02611,297.57,"Himalaya Gentle Baby Wipes, Pack of 2",With Indian Lotus to keep baby's skin soft and supple.,Personal Care,Himalaya,3.8
2612,P02612,PE-02612,494.64,"Head & Shoulders Anti Dandruff Shampoo, 750ml",Effectively removes dandruff and prevents it from coming back.,Personal Care,Head & Shoulders,3.5
2613,P02613,GR-02613,725.37,"Daawat Basmati Rice, 5 Kg","The world's longest rice grain, perfect for biryani.",Groceries,Daawat,4.6
2614,P02614,FA-02614,2661.25,Peter England Men's Kurta,"Linen Blend, perfect for casual occasions.",Fashion,Peter England,4.0
2615,P02615,GR-02615,57.02,"Shan Biryani Masala, 50 gm",Authentic Spice Mix with no artificial food colour.,Groceries,Shan,4.1
2616,P02616,GR-02616,256.02,"Barilla Pasta Sauce, 400 gm - Arrabbiata",Made from high-quality Italian tomatoes and chillies.,Groceries,Barilla,4.3
